doctype,item_name,valuation_rate,image,item_group,item_code,stock_uom,standard_rate,opening_stock,warehouse
Item,"Strawberry Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",40,https://www.bigbasket.com/media/uploads/p/l/30007713_8-cavins-milkshake-strawberry.jpg,"Bakery, Cakes & Dairy",ITEM1371,kg,40,172,Stores-WH
Item,"Strawberry Milkshake - With Zinc, Vitamin A & D Added, Immunity Booster",240,https://www.bigbasket.com/media/uploads/p/l/1207120_3-cavins-milkshake-strawberry.jpg,"Bakery, Cakes & Dairy",ITEM1372,kg,240,961,Stores-WH
Item,Sun Expert SPF 50 Ultra Matte Lotion,325,https://www.bigbasket.com/media/uploads/p/l/40101201_5-lakme-sun-expert-spf-50-ultra-matte-lotion.jpg,Beauty & Hygiene,ITEM1373,kg,325,173,Stores-WH
Item,Sun Expert SPF 50 Ultra Matte Lotion,525,https://www.bigbasket.com/media/uploads/p/l/277125_7-lakme-sun-expert-spf-50-ultra-matte-lotion.jpg,Beauty & Hygiene,ITEM1374,kg,525,573,Stores-WH
Item,Namkeen - Aloo Bhujia,147,https://www.bigbasket.com/media/uploads/p/l/1209788_2-tasties-namkeen-aloo-bhujia.jpg,Snacks & Branded Foods,ITEM1375,kg,147,293,Stores-WH
Item,Namkeen - Aloo Bhujia,294,https://www.bigbasket.com/media/uploads/p/l/1209794_3-tasties-namkeen-aloo-bhujia.jpg,Snacks & Branded Foods,ITEM1376,kg,294,439,Stores-WH
Item,Aloo Bhujia Namkeen,12,https://www.bigbasket.com/media/uploads/p/l/40115851_7-tasties-namkeen-aloo-bhujia.jpg,Snacks & Branded Foods,ITEM1377,kg,12,639,Stores-WH
Item,Aloo Bhujia,49,https://www.bigbasket.com/media/uploads/p/l/40115852_10-tasties-namkeen-aloo-bhujia.jpg,Snacks & Branded Foods,ITEM1378,kg,49,304,Stores-WH
Item,"Ceramic Serving/Mixing Bowl - Red Petal Design, Hand Painted, For Curries, Salads",179,https://www.bigbasket.com/media/uploads/p/l/40235121_2-bb-home-earth-serving-bowl-hand-painted-red-petal-design.jpg,"Kitchen, Garden & Pets",ITEM1379,kg,179,826,Stores-WH
Item,Mutton - Curry Cut 500 g + Catla Fish Large Curry Cut/Bengali Cut 500 g,1194,https://www.bigbasket.com/media/uploads/p/l/1221178_1-fresho-mutton-curry-cut-500-g-catla-fish-large-curry-cutbengali-cut-500-g.jpg,"Eggs, Meat & Fish",ITEM1380,kg,1194,491,Stores-WH
Item,True Wear Nail Color,125,https://www.bigbasket.com/media/uploads/p/l/40078329_2-lakme-true-wear-nail-color.jpg,Beauty & Hygiene,ITEM1381,kg,125,244,Stores-WH
Item,Organic Suji,55,https://www.bigbasket.com/media/uploads/p/l/40002657_4-organic-tattva-organic-suji.jpg,"Foodgrains, Oil & Masala",ITEM1382,kg,55,948,Stores-WH
Item,"Ceramic Storage Jar/Handi - Floral Design, Hand Painted, For Chutney, Pickle, Classic Yellow & Red",349,https://www.bigbasket.com/media/uploads/p/l/40235140_2-bb-home-earth-storage-jar-comfortable-grip-hand-painted-classic-yellow-red-floral-design.jpg,"Kitchen, Garden & Pets",ITEM1383,kg,349,378,Stores-WH
Item,Acno Fight Anti-Pimple Face Wash,450,https://www.bigbasket.com/media/uploads/p/l/1211960_1-garnier-men-acno-fight-anti-pimple-face-wash.jpg,Beauty & Hygiene,ITEM1384,kg,450,358,Stores-WH
Item,Acno Fight Anti-Pimple Facewash for Acne Prone Skin,325,https://www.bigbasket.com/media/uploads/p/l/40206740_1-garnier-men-acno-fight-anti-pimple-facewash-for-acne-prone-skin.jpg,Beauty & Hygiene,ITEM1385,kg,325,63,Stores-WH
Item,Acno Fight Anti-Pimple Facewash for Acne Prone Skin,650,https://www.bigbasket.com/media/uploads/p/l/1214116_1-garnier-men-acno-fight-anti-pimple-facewash-for-acne-prone-skin.jpg,Beauty & Hygiene,ITEM1386,kg,650,185,Stores-WH
Item,Acno Fight Anti-Pimple Face Wash,225,https://www.bigbasket.com/media/uploads/p/l/40022551_10-garnier-men-acno-fight-anti-pimple-face-wash.jpg,Beauty & Hygiene,ITEM1387,kg,225,70,Stores-WH
Item,Rohu Fish Large Curry Cut 1kg +Chilli Chicken Boneless 500G +Chicken Mince 500G,1289,https://www.bigbasket.com/media/uploads/p/l/1203434_1-fresho-rohu-fish-large-curry-cut-1kg-chilli-chicken-boneless-500g-chicken-mince-500g.jpg,"Eggs, Meat & Fish",ITEM1388,kg,1289,242,Stores-WH
Item,"Bournville Rich Cocoa,80g+Bournville Cranberry,80g+Bournville Fruit & Nut,80g",300,https://www.bigbasket.com/media/uploads/p/l/1221206_1-bb-combo-rich-cocoa-dark-chocolate-bar-80-g-cranberry-dark-chocolate-bar-80-g-dark-chocolate-bar-fruit-nut-50-cocoa-rich-dessert-80-g.jpg,Snacks & Branded Foods,ITEM1389,kg,300,717,Stores-WH
Item,"Munchies - For Dogs & Pups of All Breeds, Chicken",190,https://www.bigbasket.com/media/uploads/p/l/40012448_1-glenand-dog-munchies-chicken.jpg,"Kitchen, Garden & Pets",ITEM1390,kg,190,794,Stores-WH
Item,Dog Munchies - Chicken,70,https://www.bigbasket.com/media/uploads/p/l/40012452_1-glenand-dog-munchies-chicken.jpg,"Kitchen, Garden & Pets",ITEM1391,kg,70,231,Stores-WH
Item,"Munchies - For Dogs & Pups of All Breeds, Chicken",140,https://www.bigbasket.com/media/uploads/p/l/40012462_3-glenand-dog-munchies-chicken.jpg,"Kitchen, Garden & Pets",ITEM1392,kg,140,918,Stores-WH
Item,100% Pure Cocoa Butter Premium Chocolates,545,https://www.bigbasket.com/media/uploads/p/l/40087512_14-lindberg-assorted-gift-box-pure-belgian-chocolate-truffles.jpg,Gourmet & World Food,ITEM1393,kg,545,370,Stores-WH
Item,"Natural Aura - Vitamin B3, Pro B5, E, With UV Protection",189,https://www.bigbasket.com/media/uploads/p/l/20004835_12-olay-natural-white-instant-day-cream-with-uv-protection-for-glowing-fairness.jpg,Beauty & Hygiene,ITEM1394,kg,189,90,Stores-WH
Item,"Natural Aura - Vitamin B3, Pro B5, E, With UV Protection",99,https://www.bigbasket.com/media/uploads/p/l/20004828_9-olay-natural-white-light-instant-glowing-fairness-skin-cream-serum.jpg,Beauty & Hygiene,ITEM1395,kg,99,391,Stores-WH
Item,100% Natural Premium Whole Cashews Nuts,775,https://www.bigbasket.com/media/uploads/p/l/40200933_4-happilo-100-natural-premium-whole-cashews-value-pack.jpg,Gourmet & World Food,ITEM1396,kg,775,582,Stores-WH
Item,"Light Moisturiser - With Vitamin E & Glycerine, For Non Oily Fresh Feel",360,https://www.bigbasket.com/media/uploads/p/l/40153154_6-ponds-light-moisturiser-with-vitamin-e-glycerine-for-non-oily-fresh-feel.jpg,Beauty & Hygiene,ITEM1397,kg,360,748,Stores-WH
Item,"Light Moisturiser - With Vitamin E & Glycerine, For Non Oily Fresh Feel",45,https://www.bigbasket.com/media/uploads/p/l/20007237_4-ponds-light-moisturiser-with-vitamin-e-glycerine-for-non-oily-fresh-feel.jpg,Beauty & Hygiene,ITEM1398,kg,45,106,Stores-WH
Item,"Plastic & Stainless Steel Lunch Box - Pink, BB1378PNK",1809,https://www.bigbasket.com/media/uploads/p/l/40190652_1-tedemi-plastic-stainless-steel-lunch-box-pink-bb1378pnk.jpg,"Kitchen, Garden & Pets",ITEM1399,kg,1809,250,Stores-WH
Item,"Valencia Orange Juice - Cold-Pressed, No Added Sugar, Preservative Free",119,https://www.bigbasket.com/media/uploads/p/l/40238782_2-fresho-signature-valencia-orange-juice-cold-pressed-no-added-sugar-preservative-free.jpg,Beverages,ITEM1400,kg,119,532,Stores-WH
Item,Stainless Steel Flat Bottom Tope/Patila/Bhagona - No. 14,599,https://www.bigbasket.com/media/uploads/p/l/40183423_8-bb-home-stainless-steel-flat-bottom-topepatilabhagona-no-14.jpg,"Kitchen, Garden & Pets",ITEM1401,kg,599,231,Stores-WH
Item,Khatta Meetha,49,https://www.bigbasket.com/media/uploads/p/l/40115856_10-tasties-namkeen-khatta-meetha.jpg,Snacks & Branded Foods,ITEM1402,kg,49,490,Stores-WH
Item,Namkeen - Khatta Meetha,294,https://www.bigbasket.com/media/uploads/p/l/1209795_3-tasties-namkeen-khatta-meetha.jpg,Snacks & Branded Foods,ITEM1403,kg,294,219,Stores-WH
Item,Namkeen - Khatta Meetha,147,https://www.bigbasket.com/media/uploads/p/l/1209789_2-tasties-namkeen-khatta-meetha.jpg,Snacks & Branded Foods,ITEM1404,kg,147,756,Stores-WH
Item,Cheese Slices - Made From Cow Milk 663 g Pouch + Cheese Spread - Classic 100 g,675,https://www.bigbasket.com/media/uploads/p/l/1216006_1-britannia-cheese-slices-made-from-cow-milk-663-g-pouch-cheese-spread-classic-100-g.jpg,"Bakery, Cakes & Dairy",ITEM1405,kg,675,188,Stores-WH
Item,Penne Pasta,140,https://www.bigbasket.com/media/uploads/p/l/40188537_5-keya-penne-pasta.jpg,Snacks & Branded Foods,ITEM1406,kg,140,446,Stores-WH
Item,Penne Pasta,280,https://www.bigbasket.com/media/uploads/p/l/1215127_2-keya-penne-pasta.jpg,Snacks & Branded Foods,ITEM1407,kg,280,523,Stores-WH
Item,"Derma Care Advanced Repair Lightly Scented Body Lotion - Dry Skin, With Barrier Repair Complex, Restores Very Dry Skin in 5 Days",140,https://www.bigbasket.com/media/uploads/p/l/40042298_4-vaseline-derma-care-advanced-repair-body-lotion.jpg,Beauty & Hygiene,ITEM1408,kg,140,457,Stores-WH
Item,"Derma Care Advanced Repair Lightly Scented Body Lotion - Dry Skin, With Barrier Repair Complex",449,https://www.bigbasket.com/media/uploads/p/l/40042299_5-vaseline-derma-care-advanced-repair-body-lotion.jpg,Beauty & Hygiene,ITEM1409,kg,449,263,Stores-WH
Item,Nature's Super Foods - Ragi Flour/Ragi Hittu,90,https://www.bigbasket.com/media/uploads/p/l/40172980_5-aashirvaad-natures-super-foods-ragi-flour.jpg,"Foodgrains, Oil & Masala",ITEM1410,kg,90,320,Stores-WH
Item,Nature's Super Foods - Ragi Flour/Ragi Hittu,50,https://www.bigbasket.com/media/uploads/p/l/40172981_5-aashirvaad-natures-super-foods-ragi-flour.jpg,"Foodgrains, Oil & Masala",ITEM1411,kg,50,238,Stores-WH
Item,Almonds - Roasted & Salted,320,https://www.bigbasket.com/media/uploads/p/l/10000520_5-bb-royal-almondbadam-roasted-salted.jpg,"Foodgrains, Oil & Masala",ITEM1412,kg,320,256,Stores-WH
Item,Almonds - Roasted & Salted,160,https://www.bigbasket.com/media/uploads/p/l/10000494_7-bb-royal-almondbadam-roasted-salted.jpg,"Foodgrains, Oil & Masala",ITEM1413,kg,160,322,Stores-WH
Item,Dry Dates/Chuwara 100 gm + Figs 200 gm + Walnut - Kernels 100 gm,780,https://www.bigbasket.com/media/uploads/p/l/1203897_1-bb-royal-dry-dateschuwara-100-gm-figs-200-gm-walnut-kernels-100-gm.jpg,"Foodgrains, Oil & Masala",ITEM1414,kg,780,616,Stores-WH
Item,Bright Beauty Spot-less Glow SPF 15 Day Cream,155,https://www.bigbasket.com/media/uploads/p/l/40002056_10-ponds-bright-beauty-spot-less-glow-spf-15-day-cream.jpg,Beauty & Hygiene,ITEM1415,kg,155,910,Stores-WH
Item,"Ceramic Tea/Coffee/Milk Mug - Yellow & Orange Design, Hand Painted",179,https://www.bigbasket.com/media/uploads/p/l/40235100_2-bb-home-earth-milk-mug-sunset-orange-hand-painted-design.jpg,"Kitchen, Garden & Pets",ITEM1416,kg,179,860,Stores-WH
Item,Organic Red Chilli - Whole,55,https://www.bigbasket.com/media/uploads/p/l/40223042_1-bb-royal-organic-red-chilli-whole.jpg,"Foodgrains, Oil & Masala",ITEM1417,kg,55,537,Stores-WH
Item,Organic Red Chilli - Whole,169,https://www.bigbasket.com/media/uploads/p/l/40223043_1-bb-royal-organic-red-chilli-whole.jpg,"Foodgrains, Oil & Masala",ITEM1418,kg,169,73,Stores-WH
Item,Organic Red Chilli - Whole,259,https://www.bigbasket.com/media/uploads/p/l/40223044_1-bb-royal-organic-red-chilli-whole.jpg,"Foodgrains, Oil & Masala",ITEM1419,kg,259,288,Stores-WH
Item,"Body Milk Nourishing Lotion - Very Dry Skin, With Deep Moisture Serum & 2X Almond Oil, 48h Intensive Moisture Care",548,https://www.bigbasket.com/media/uploads/p/l/40178947_1-nivea-body-lotion-for-very-dry-skin-with-2x-almond-oil-for-men-women.jpg,Beauty & Hygiene,ITEM1420,kg,548,733,Stores-WH
Item,White Quinoa Grains,215,https://www.bigbasket.com/media/uploads/p/l/40108924_9-gooddiet-white-quinoa-grains.jpg,Gourmet & World Food,ITEM1421,kg,215,672,Stores-WH
Item,White Quinoa Grains,385,https://www.bigbasket.com/media/uploads/p/l/40108925_9-gooddiet-white-quinoa-grains.jpg,Gourmet & World Food,ITEM1422,kg,385,416,Stores-WH
Item,"Anti-frizz Serum - For Rough & Dry Hair, With Vitamin E & Argan Oil, Damage Protection",160,https://www.bigbasket.com/media/uploads/p/l/40136746_8-livon-serum-serum-for-dry-rough-hair.jpg,Beauty & Hygiene,ITEM1423,kg,160,672,Stores-WH
Item,"Anti-frizz Serum - For Rough & Dry Hair, With Vitamin E & Argan Oil, Damage Protect",350,https://www.bigbasket.com/media/uploads/p/l/40136747_9-livon-serum-serum-for-dry-rough-hair.jpg,Beauty & Hygiene,ITEM1424,kg,350,137,Stores-WH
Item,Cheese Slices - Made From Cow Milk 663 g + Cheese Spread - Cream Cheese 100 g,710,https://www.bigbasket.com/media/uploads/p/l/1216009_1-britannia-cheese-slices-made-from-cow-milk-663-g-cheese-spread-cream-cheese-100-g.jpg,"Bakery, Cakes & Dairy",ITEM1425,kg,710,706,Stores-WH
Item,"Mach 3 Bladed Shaving Razor & Handle - With Lubrication Strip, Protects Skin",385,https://www.bigbasket.com/media/uploads/p/l/40178582_4-gillette-mach-3-bladed-shaving-razor-handle-with-lubrication-strip-protects-skin.jpg,Beauty & Hygiene,ITEM1426,kg,385,305,Stores-WH
Item,Waffy Wafers - Chocolate Flavoured Creamy & Crunchy,60,https://www.bigbasket.com/media/uploads/p/l/276388_17-dukes-wafers-waffy-chocolate-flavor.jpg,Snacks & Branded Foods,ITEM1427,kg,60,199,Stores-WH
Item,"Total Care Baby Diaper Pants - Large, 8-14 kg, With Anti-Rash Shield",950,https://www.bigbasket.com/media/uploads/p/l/40110179_4-himalaya-baby-total-care-diaper-pants-large.jpg,Baby Care,ITEM1428,kg,950,474,Stores-WH
Item,"Total Care Baby Diaper Pants - Large, 8-14 kg, With Anti-Rash Shield",150,https://www.bigbasket.com/media/uploads/p/l/40151036_2-himalaya-total-care-baby-pants-large-9s.jpg,Baby Care,ITEM1429,kg,150,886,Stores-WH
Item,"Total Care Baby Diaper Pants - Large, 8-14 kg, With Anti-Rash Shield",1275,https://www.bigbasket.com/media/uploads/p/l/40193878_1-himalaya-total-care-baby-pants-diapers-l.jpg,Baby Care,ITEM1430,kg,1275,958,Stores-WH
Item,Peach Milk Moisturiser SPF 24 PA++,475,https://www.bigbasket.com/media/uploads/p/l/40124239_5-lakme-peach-milk-moisturiser-spf-24-pa.jpg,Beauty & Hygiene,ITEM1431,kg,475,877,Stores-WH
Item,"SPF 24 PA++ UVA,UVB Moisturiser - All Skin Types, Peach Milk, Nourishment, Sun Protection",140,https://www.bigbasket.com/media/uploads/p/l/40038939_9-lakme-peach-milk-moisturiser-spf-24-pa-sunscreen-lotion.jpg,Beauty & Hygiene,ITEM1432,kg,140,343,Stores-WH
Item,"SPF 24 PA++ UVA,UVB Moisturiser - All Skin Types, Peach Milk",280,https://www.bigbasket.com/media/uploads/p/l/40113111_4-lakme-peach-milk-moisturiser-spf-24-pa-sunscreen-lotion.jpg,Beauty & Hygiene,ITEM1433,kg,280,412,Stores-WH
Item,"Pro-V Advanced Hairfall Solution Shampoo - Silky Smooth Care, Strengthens Roots",645,https://www.bigbasket.com/media/uploads/p/l/202248_15-pantene-pro-v-advanced-hairfall-solution-shampoo-silky-smooth-care-strengthens-roots.jpg,Beauty & Hygiene,ITEM1434,kg,645,192,Stores-WH
Item,Advanced Hairfall Solution Hair Shampoo - Silky Smooth Care,820,https://www.bigbasket.com/media/uploads/p/l/40117657_3-pantene-pro-v-advanced-hairfall-solution-shampoo-for-silky-care-strengthens-roots.jpg,Beauty & Hygiene,ITEM1435,kg,820,93,Stores-WH
Item,Advanced Hairfall Solution Hair Shampoo - Silky Smooth Care,145,https://www.bigbasket.com/media/uploads/p/l/267978_8-pantene-advanced-hair-fall-solution-shampoo-silky-smooth-care.jpg,Beauty & Hygiene,ITEM1436,kg,145,859,Stores-WH
Item,Advanced Hairfall Solution Hair Shampoo - Silky Smooth Care,305,https://www.bigbasket.com/media/uploads/p/l/307921_8-pantene-advanced-hair-fall-solution-shampoo-silky-smooth-care.jpg,Beauty & Hygiene,ITEM1437,kg,305,100,Stores-WH
Item,Advanced Hairfall Solution Hair Shampoo - Silky Smooth Care,65,https://www.bigbasket.com/media/uploads/p/l/267959_12-pantene-advanced-hair-fall-solution-shampoo-silky-smooth-care.jpg,Beauty & Hygiene,ITEM1438,kg,65,99,Stores-WH
Item,Fennel/Saunf/Sompu - Small,120,https://www.bigbasket.com/media/uploads/p/l/40053909_2-bb-royal-fennelsaunf-small.jpg,"Foodgrains, Oil & Masala",ITEM1439,kg,120,542,Stores-WH
Item,"Anti-frizz Serum - For All Hair Types, Damage Protection, With Vitamin E & Argan Oil",70,https://www.bigbasket.com/media/uploads/p/l/265523_9-livon-serum-hair-serum.jpg,Beauty & Hygiene,ITEM1440,kg,70,241,Stores-WH
Item,"Anti-frizz Serum - For All Hair Types, Damage Protection, With Vitamin E & Argan Oil",170,https://www.bigbasket.com/media/uploads/p/l/265516_9-livon-serum-hair-serum.jpg,Beauty & Hygiene,ITEM1441,kg,170,562,Stores-WH
Item,"Anti-frizz Serum - For All Hair Types, Damage Protection, With Vitamin E & Argan Oil",315,https://www.bigbasket.com/media/uploads/p/l/250998_10-livon-serum-hair-serum.jpg,Beauty & Hygiene,ITEM1442,kg,315,569,Stores-WH
Item,Milkshake - Chocolate + Milkshake - Vanilla +Milkshake - Strawberry (200ml each),120,https://www.bigbasket.com/media/uploads/p/l/1221109_1-cavins-milkshake-chocolate-milkshake-vanilla-milkshake-strawberry-200ml-each.jpg,"Bakery, Cakes & Dairy",ITEM1443,kg,120,900,Stores-WH
Item,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,1125,https://www.bigbasket.com/media/uploads/p/l/126153_9-saffola-tasty-refined-cooking-oil-blended-rice-bran-corn-oil-pro-fitness-conscious.jpg,"Foodgrains, Oil & Masala",ITEM1444,kg,1125,865,Stores-WH
Item,"Plastic Cloth Hangers - Blue, Elegance",431,https://www.bigbasket.com/media/uploads/p/l/40178596_2-laplast-plastic-cloth-hangers-blue-elegance.jpg,"Kitchen, Garden & Pets",ITEM1445,kg,431,775,Stores-WH
Item,Perfume Spray - Voyage,750,https://www.bigbasket.com/media/uploads/p/l/1220331_1-park-avenue-perfume-spray-voyage.jpg,Beauty & Hygiene,ITEM1446,kg,750,467,Stores-WH
Item,Perfume Spray - Voyage,750,https://www.bigbasket.com/media/uploads/p/l/1220293_1-park-avenue-perfume-spray-voyage.jpg,Beauty & Hygiene,ITEM1447,kg,750,540,Stores-WH
Item,Perfume Spray - Voyage,375,https://www.bigbasket.com/media/uploads/p/l/40056927_8-park-avenue-perfume-spray-voyage.jpg,Beauty & Hygiene,ITEM1448,kg,375,573,Stores-WH
Item,Stainless Steel Dinner Set - Mirror Finish,615,https://www.bigbasket.com/media/uploads/p/l/40170121_2-kitchen-essentials-stainless-steel-dinner-set-mirror-finish.jpg,"Kitchen, Garden & Pets",ITEM1449,kg,615,770,Stores-WH
Item,Bio Renew Repair Shampoo - Argan Oil of Morocco,600,https://www.bigbasket.com/media/uploads/p/l/40166256_3-herbal-essence-bio-renew-shampoo-with-argan-oil-of-morocco-repairs-smoothens.jpg,Beauty & Hygiene,ITEM1450,kg,600,375,Stores-WH
Item,"Argan Oil Of Morocco Shampoo - For Hair Repair & No Frizz, No Paraben, No Colorants",350,https://www.bigbasket.com/media/uploads/p/l/40233645_3-herbal-essences-argan-oil-of-morocco-shampoo-for-hair-repair-no-frizz-no-paraben-no-colorants.jpg,Beauty & Hygiene,ITEM1451,kg,350,396,Stores-WH
Item,Organic Jowar/Sorghum Millet,48,https://www.bigbasket.com/media/uploads/p/l/40077493_12-bb-royal-organic-jowarsorghum-millet.jpg,"Foodgrains, Oil & Masala",ITEM1452,kg,48,357,Stores-WH
Item,Organic Jowar/Sorghum Millet,80,https://www.bigbasket.com/media/uploads/p/l/40135846_10-bb-royal-organic-jowarsorghum-millet.jpg,"Foodgrains, Oil & Masala",ITEM1453,kg,80,334,Stores-WH
Item,Mini Quinoa Puffs - Cheese 'N' Herbs,19,https://www.bigbasket.com/media/uploads/p/l/40167618_5-gooddiet-mini-puffs-cheese-n-herbs.jpg,Gourmet & World Food,ITEM1454,kg,19,406,Stores-WH
Item,Mini Puffs - Cheese N Herbs,95,https://www.bigbasket.com/media/uploads/p/l/1208396_3-gooddiet-mini-puffs-cheese-n-herbs.jpg,Gourmet & World Food,ITEM1455,kg,95,626,Stores-WH
Item,"Waffy Wafers - Strawberry Flavoured, Creamy & Crunchy",50,https://www.bigbasket.com/media/uploads/p/l/276384_16-dukes-waffy-rolls-strawberry.jpg,Snacks & Branded Foods,ITEM1456,kg,50,481,Stores-WH
Item,"Pilot Plastic Container - Blue, L5580X4",185,https://www.bigbasket.com/media/uploads/p/l/40135617_2-princeware-pilot-plastic-container-blue-l5580x4.jpg,"Kitchen, Garden & Pets",ITEM1457,kg,185,975,Stores-WH
Item,"Ceramic Coffee Mug - Solid, Handcrafted, Assorted Pastel Colours",489,https://www.bigbasket.com/media/uploads/p/l/40235080_2-bb-home-earth-coffee-mug-set-with-comfortable-grip-easy-to-use-solid-pastel.jpg,"Kitchen, Garden & Pets",ITEM1458,kg,489,163,Stores-WH
Item,"Nature Germ Protection Handwash - Activ Silver Formula, Fights Infections",119,https://www.bigbasket.com/media/uploads/p/l/196985_15-lifebuoy-nature-germ-protection-handwash-refill.jpg,Beauty & Hygiene,ITEM1459,kg,119,128,Stores-WH
Item,Nature - Germ Protection Handwash Refill,357,https://www.bigbasket.com/media/uploads/p/l/1214673_1-lifebuoy-nature-germ-protection-handwash-refill.jpg,Beauty & Hygiene,ITEM1460,kg,357,874,Stores-WH
Item,Amla Candy,65,https://www.bigbasket.com/media/uploads/p/l/40104692_10-fresho-signature-amla-dry-fruit.jpg,Gourmet & World Food,ITEM1461,kg,65,601,Stores-WH
Item,Amla Candy,119,https://www.bigbasket.com/media/uploads/p/l/40104693_11-fresho-signature-amla-dry-fruit-vegan.jpg,Gourmet & World Food,ITEM1462,kg,119,695,Stores-WH
Item,Amla Dry Fruit,130,https://www.bigbasket.com/media/uploads/p/l/1201166_2-fresho-signature-amla-dry-fruit.jpg,Gourmet & World Food,ITEM1463,kg,130,173,Stores-WH
Item,Vanilla Essence,149,https://www.bigbasket.com/media/uploads/p/l/40200216_2-happychef-vanilla-essence.jpg,Snacks & Branded Foods,ITEM1464,kg,149,632,Stores-WH
Item,"Fresho Mutton Curry Cut, From Whole Carcass 1kg +Kara Coconut Milk Classic 400ml",1608,https://www.bigbasket.com/media/uploads/p/l/1213735_1-bb-combo-fresho-mutton-curry-cut-from-whole-carcass-1kg-kara-coconut-milk-classic-400ml.jpg,"Eggs, Meat & Fish",ITEM1465,kg,1608,943,Stores-WH
Item,Khara Boondi,89,https://www.bigbasket.com/media/uploads/p/l/40091850_4-tasties-namkeen-khara-boondi.jpg,Snacks & Branded Foods,ITEM1466,kg,89,371,Stores-WH
Item,Namkeen - Khara Boondi,267,https://www.bigbasket.com/media/uploads/p/l/1216243_1-tasties-namkeen-khara-boondi.jpg,Snacks & Branded Foods,ITEM1467,kg,267,615,Stores-WH
Item,Namkeen - Khara Boondi,534,https://www.bigbasket.com/media/uploads/p/l/1216244_1-tasties-namkeen-khara-boondi.jpg,Snacks & Branded Foods,ITEM1468,kg,534,392,Stores-WH
Item,Namkeen - Khara Boondi,178,https://www.bigbasket.com/media/uploads/p/l/1216242_1-tasties-namkeen-khara-boondi.jpg,Snacks & Branded Foods,ITEM1469,kg,178,578,Stores-WH
Item,Bajra Flour,50,https://www.bigbasket.com/media/uploads/p/l/40018191_8-bb-royal-bajra-flour.jpg,"Foodgrains, Oil & Masala",ITEM1470,kg,50,612,Stores-WH
Item,Matic 3 In1 Pods Liquid Detergent - For Both Front & Top Load Washing Machines,499,https://www.bigbasket.com/media/uploads/p/l/40203301_3-ariel-matic-3-in1-pods-liquid-detergent-for-both-front-top-load-washing-machines.jpg,Cleaning & Household,ITEM1471,kg,499,712,Stores-WH
Item,Matic 3-in-1 PODS Detergent Pack - Front & Top Load,825,https://www.bigbasket.com/media/uploads/p/l/40203302_2-ariel-matic-3-in1-pods-liquid-detergent-for-both-front-top-load-washing-machines.jpg,Cleaning & Household,ITEM1472,kg,825,585,Stores-WH
Item,Skin Naturals - Micellar Cleansing Water,225,https://www.bigbasket.com/media/uploads/p/l/40118835_10-garnier-skin-naturals-micellar-cleansing-water.jpg,Beauty & Hygiene,ITEM1473,kg,225,362,Stores-WH
Item,Skin Naturals - Micellar Cleansing Water,375,https://www.bigbasket.com/media/uploads/p/l/40118836_9-garnier-skin-naturals-micellar-cleansing-water.jpg,Beauty & Hygiene,ITEM1474,kg,375,411,Stores-WH
Item,Waffy Chocolate Flavoured Wafer Roll - Creamy,180,https://www.bigbasket.com/media/uploads/p/l/40065768_9-dukes-waffy-choco-roll.jpg,Snacks & Branded Foods,ITEM1475,kg,180,413,Stores-WH
Item,"Waffy Choco Flavoured Rolls - Crunchy, Crispy",300,https://www.bigbasket.com/media/uploads/p/l/40111948_3-dukes-waffy-choco-roll.jpg,Snacks & Branded Foods,ITEM1476,kg,300,996,Stores-WH
Item,Peach Milk Soft Creme Moisturiser,105,https://www.bigbasket.com/media/uploads/p/l/40113106_3-lakme-peach-milk-soft-creme-moisturiser.jpg,Beauty & Hygiene,ITEM1477,kg,105,275,Stores-WH
Item,Soft Crème - Peach Milk,360,https://www.bigbasket.com/media/uploads/p/l/40147011_2-lakme-peach-milk-soft-creme.jpg,Beauty & Hygiene,ITEM1478,kg,360,477,Stores-WH
Item,Soft Crème - Peach Milk,180,https://www.bigbasket.com/media/uploads/p/l/40147010_2-lakme-peach-milk-soft-creme.jpg,Beauty & Hygiene,ITEM1479,kg,180,437,Stores-WH
Item,Mutton - Curry Cut 500 g + Chicken Seekh Kabab Nawabi 500 g,1178,https://www.bigbasket.com/media/uploads/p/l/1221195_1-fresho-mutton-curry-cut-500-g-chicken-seekh-kabab-nawabi-500-g.jpg,"Eggs, Meat & Fish",ITEM1480,kg,1178,84,Stores-WH
Item,Iodized Crystal Salt/Uppu,22,https://www.bigbasket.com/media/uploads/p/l/40210226_2-aashirvaad-iodized-crystal-salt.jpg,"Foodgrains, Oil & Masala",ITEM1481,kg,22,973,Stores-WH
Item,Figs/Anjeer 100G + Dry Dates 100G + Pista Kernel Plain 100G + Dry Apricots 100G,750,https://www.bigbasket.com/media/uploads/p/l/1206892_1-bb-royal-figsanjeer-100g-dry-dates-100g-pista-kernel-plain-100g-dry-apricots-100g.jpg,"Foodgrains, Oil & Masala",ITEM1482,kg,750,957,Stores-WH
Item,"Chilli - Bajji, Mild (Loose)",80.52,https://www.bigbasket.com/media/uploads/p/l/10000337_13-fresho-chilli-bajji-mild.jpg,Fruits & Vegetables,ITEM1483,kg,81,442,Stores-WH
